transcript_id	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0088625	217.72	46.5	137.13	340.33	125.68	78.93
FBtr0088626	1615.82	787.78	1135.17	2644.23	1235.16	1137.92
FBtr0088628	1305.33	475	677	1529.89	542	584
FBtr0088630	3077	1235	1714	3170	1062	1052
FBtr0088631	281	89	150	307	80	102
FBtr0088632	43.19	12.25	15.55	62.42	13.21	5.71
FBtr0088633	432.55	82.89	51.82	319.53	45.13	107.74
FBtr0088635	9.57	0	1	12.36	1	1
FBtr0088636	0	0	0	0	0	0
FBtr0088637	0	0	0	0	0	0
FBtr0088638	15	0	5.5	6.6	4.5	5
FBtr0088639	15	0	5.5	6.6	4.5	5
FBtr0088640	0	0	0	0	0	0
FBtr0088641	2259	998	1366	2508	967	1016
FBtr0088642	4191.42	1236.46	1855.7	3695.73	1620.14	1366.22
FBtr0088643	2409.01	1597.18	1823.75	4206.17	1110.26	1303.26
FBtr0088644	1157.17	328	462	1352.6	258	326
FBtr0088645	191.25	144.6	128.97	285.48	116.73	151.41
FBtr0088646	1612.09	525.81	675.13	2467.23	495.25	523.19
FBtr0088647	1701.65	303.59	369.9	1557.29	439.01	395.4
FBtr0088650	1778	704	977	2643	836	873
FBtr0088651	1503	705	1023	1797	778	738
FBtr0088652	1799.01	715	970	2066.98	853	765
FBtr0088653	780	313	384	833	241	292
FBtr0088654	2619.6	1195	1352.16	3630	1236.67	1223
FBtr0088656	3	1	2	0	0	0
FBtr0088657	1092.49	272.05	390.06	778.83	221.1	277.01
FBtr0088658	392.72	64.45	39.91	515.19	53.17	28.32
FBtr0088659	1371.97	474.55	702.09	691.64	342.41	266.18
FBtr0088660	114.99	28	49	203	49	49
FBtr0088661	0	0	0	0	0	0
FBtr0088662	0	0	0	0	0	0
FBtr0088663	30020.53	16280	18350	17852.65	6019	5654
FBtr0088664	80	38	34	76	41	25
FBtr0088665	0	0	0	0	0	0
FBtr0088666	100	19	26	149	59	40
FBtr0088671	2	0	1	3	1	1
FBtr0088674	2872	1127	1587	3806	1372	1339
FBtr0088675	1169	340	425	1219	398	333
FBtr0088676	866	314	431	830	322	353
FBtr0088678	0	5	0	0	8	4
FBtr0088679	201.52	125.17	115.09	581.08	174.49	193.06
FBtr0088680	96.55	46.67	20.48	0	0	41.79
FBtr0088681	3428.93	1555.16	2053.43	2256.92	920.51	823.16
FBtr0088682	10	2	4	16	3	8
FBtr0088683	9556	4498	6176	8908	3545	3748
FBtr0088684	585.83	197	309	725.4	256	235
FBtr0088685	179.02	73.01	76.43	212.77	38.28	23.69
FBtr0088686	112.5	52	60.5	130	49.5	47.5
FBtr0088688	1067.66	305.03	455.31	757.57	268.84	304.99
FBtr0088689	4.47	0	1	7	0	0
FBtr0088690	1061	334	459	1042	376	345
FBtr0088691	1	0	1	2	0	1
FBtr0088692	1590.21	700.92	951.09	1538.47	762.4	567.98
FBtr0088694	502	189	269	593	205	215
FBtr0088695	723	252	328	781	288	270
FBtr0088699	965.2	268.53	215.74	367.53	137.97	83.95
FBtr0088700	4066.04	858.58	1069.94	3810.89	1409.91	1172.81
FBtr0088701	824.2	1195.4	1473.22	3114.83	932.36	1082.1
FBtr0088702	2	0	0	1	0	0
FBtr0088704	0	0	0	0	0	0
FBtr0088705	21	4	9	18	11	7
FBtr0088706	0	0	0	0	0	0
FBtr0088707	2	0	0	0	1	0
FBtr0088708	0	0	0	0	0	0
FBtr0088709	47	16	28	9	9	8
FBtr0088710	396.67	147	198	414	155	138
FBtr0088711	47	23	0	115	48.27	4.07
FBtr0088712	0	0	0	0	0	0
FBtr0088713	0	0	22	0	5.73	16.63
FBtr0088714	0	1	0	0	0	0
FBtr0088715	0	0	5.89	0	0	5.72
FBtr0088716	1168.22	552	723.11	1456	597	621.28
FBtr0088717	20	2	7	8	7	5
FBtr0088718	2693.91	1035.12	1608.64	3528.04	1232.42	1190.28
FBtr0088719	4908.09	1779.42	2514.01	4608.96	2065.64	2155.66
FBtr0088720	0	260.46	176.36	480	66.94	148.05
FBtr0088721	79	21	30	80	21	19
FBtr0088724	0	0	1	0	0	1
FBtr0088725	16	8	10.58	20	3	5
FBtr0088726	6	4	0	5	2	4
FBtr0088727	0	0	0	0	0	0
FBtr0088728	230	79	150	251	107	112
FBtr0088730	721.22	318.34	487.66	836.02	340.86	319.34
FBtr0088736	1	0	1	0	1	0
FBtr0088739	6	0	2	1	1	2
FBtr0088740	9	1	2	7	2	2
FBtr0088742	817	241	399	819	274	283
FBtr0088743	0	0	2	1	1	0
FBtr0088744	0	0	0	0	0	0
FBtr0088745	1352.98	431	553	1830.87	599.99	564
FBtr0088746	18.17	5	5	29.83	8	7
FBtr0088747	9	2	5	7	4	5
FBtr0088748	0	0	0	2	1	0
FBtr0088749	85	32.45	61	51	20	22
FBtr0088752	1	0	0	0	0	0
FBtr0088756	3	1	0	0	0	0
FBtr0088757	13	2	5	7.62	2	1.79
FBtr0088758	1	1	1	2	2	3
FBtr0088759	7	2	2	10	4	2
FBtr0088760	105	38	28	140.58	59	45.4
FBtr0088761	0	0	0	0	0	0
FBtr0088762	0	0	0	0	0	0
FBtr0088763	7.97	0	3	11	7	4
FBtr0088764	1	0	0	0	0	0
FBtr0088765	18	0	0	10	9	7
FBtr0088766	0	2	3	0	0	0
FBtr0088769	7	1	2	3	0	1
FBtr0088770	0.96	4	1.5	0.96	0.5	0.5
FBtr0088771	6.08	0	0	0.08	0	0
FBtr0088772	3	1	0.35	3	1	1
FBtr0088773	3	0	0	4	1	2
FBtr0088774	2352.06	860.71	846.44	5467.11	3013.48	2267.56
FBtr0088775	353.14	138.5	97.25	226.82	52.07	0
FBtr0088776	105.41	26.79	82.41	244.51	13.81	41.75
FBtr0088777	1239.75	478	630	1905.17	776.99	746
FBtr0088778	13	1	5	9	4	6
FBtr0088779	0	0	0	0	0	0
FBtr0088780	17.18	5	3.39	26	10	9
FBtr0088781	1515	486	664	1713	621	596
FBtr0088782	744.39	188.77	251.26	929.26	160.02	257.28
FBtr0088783	1367.21	525	653	1646.14	544	527
FBtr0088784	871.28	297	417	1130.46	400.64	400
FBtr0088785	2197.62	182.83	147.25	2425.94	140.34	162.89
FBtr0088786	242.66	502.12	800.75	551.45	604.42	581.59
FBtr0088788	1680.21	642	894	2170	705	743
FBtr0088789	205	55	79	155	52	64
FBtr0088790	749	319	358.01	962.86	406	367
FBtr0088792	164.14	34.32	83.12	117.91	29.34	53.98
FBtr0088793	3381.86	1284.68	1722.88	3772.09	1518.66	1245.02
FBtr0088794	7	10	4	44	19	8
FBtr0088795	0	0	0	0	0	0
FBtr0088796	0	0	0	0	0	0
FBtr0088798	0	0	0	0	0	0
FBtr0088799	0	0	0	0	0	0
FBtr0088800	0	0	0	0	0	0
FBtr0088801	0	0	0	0	0	0
FBtr0088802	0	0	0	0	0	0
FBtr0088803	3	1	2	4	0	5
FBtr0088804	1	0	0	1	1	0
FBtr0088805	74	36	49	87	27	30
FBtr0088806	302.83	122	189	394	110	155
FBtr0088807	1149	425	539	1390	416	498
FBtr0088809	6	0	0	0	0	0
FBtr0088811	547.77	173.39	247.06	718.24	201.57	197.75
FBtr0088812	175.71	104.51	168.75	120.28	118.8	96.53
FBtr0088813	27.11	0	0	56.93	0	0
FBtr0088814	40.69	10.98	0	41.87	0	0
FBtr0088815	51.5	0	0	0	73.13	7.82
FBtr0088816	134.65	67.86	102.64	79.66	29.45	39.22
FBtr0088821	753.22	359.25	319.62	1122.18	171.99	375.71
FBtr0088822	68.92	31	36.06	107	34	21.1
FBtr0088823	18.89	0	4.56	0	0	13.9
FBtr0088824	392.46	183	213	348.79	129.82	161
FBtr0088825	850.72	350.52	492.69	1175.44	359.92	433.15
FBtr0088826	79	9	24	57	6	12
FBtr0088827	21	0	5	8.42	8	4
FBtr0088828	0	4	0	5.58	0	0
FBtr0088829	30	5	9	13	10	6
FBtr0088830	4	0	1	1	1	0
FBtr0088831	1867.47	644.14	888.4	1583.11	602.92	505.87
FBtr0088832	2579.32	908.11	1216.86	1848.76	639.84	700.92
FBtr0088833	67.19	25.34	30.14	37.24	38.16	24.08
FBtr0088834	917.51	449.97	576.28	940.72	396.59	429.76
FBtr0088835	294.1	79.97	150.62	249.52	80.62	108.78
FBtr0088836	51.62	0	0	33.07	0	0
FBtr0088837	26.43	136.29	121.27	257.61	136.38	0
FBtr0088838	80.88	55.05	9.74	100.4	18.94	57.75
FBtr0088839	1157.65	536.27	786.36	1003.95	576.17	513.54
FBtr0088841	62.37	10.5	20.68	73.61	19.74	16.5
FBtr0088842	990.45	471.91	650.9	1219.62	446.45	497.96
FBtr0088844	0	9	8	16.92	14	15
FBtr0088845	1060.07	218.86	1066.18	1726.68	873.48	693
FBtr0088846	1027.07	456.71	547.54	916.19	392.1	292.08
FBtr0088847	767.05	0	0	137.55	0	0
FBtr0088848	2160.67	1123.77	928.43	2643.57	368.44	628.91
FBtr0088849	19.39	0	0	5.94	0	0
FBtr0088850	996	332	437	958	349	330
FBtr0088853	1	0	3	2	1	1
FBtr0088854	2	1	1	2	2	0
FBtr0088857	1256.57	275.45	324.95	891.8	270.82	258.99
FBtr0088858	0	48.05	32.47	0	58.17	41.21
FBtr0088859	105.16	38.74	64.13	91.05	6.43	45.17
FBtr0088860	21.89	14.76	14.67	0	29.44	29.69
FBtr0088861	80.51	0	0	94.24	0	0
FBtr0088862	509.6	220.24	319.33	620.76	225.56	298.31
FBtr0088863	0	0	0	0	0	0
FBtr0088864	0	0	0	1	0	0
FBtr0088865	0	0	0	0	0	0
FBtr0088866	0	0	0	0	0	0
FBtr0088867	0	0	0	0	0	0
FBtr0088868	0	0	0	0	0	0
FBtr0088869	1.77	0	3	3.96	1	0
FBtr0088870	0	0	0	0	0	0
FBtr0088871	148.86	77.53	105.92	360.94	27.37	245.18
FBtr0088872	0	0	0	78.6	70.19	161.06
FBtr0088873	0	9.24	16.83	166.84	39.64	13.78
FBtr0088874	1533	459.24	589	1412.59	522.9	519.32
FBtr0088875	0	1	2	0	3	3
FBtr0088876	41.8	0	132.09	63.47	49.52	57.11
FBtr0088877	417.62	178	135.91	327.1	129.48	103.89
FBtr0088878	954.34	158.52	428.27	452.67	305.09	227.09
FBtr0088879	2386.09	1135.48	1337.73	3421.74	1012.91	1099.91
FBtr0088880	1324.56	358.76	461.99	1436.92	498.1	358.55
FBtr0088881	0	0	0	0	0	0
FBtr0088882	1805	880	1265	2339	895	963
FBtr0088883	771	246	334	715	229	252
FBtr0088884	0	0	0	0	0	0
FBtr0088886	292	99	103	319	84	83
FBtr0088887	93.14	42.65	45.85	129.02	31.97	39.02
FBtr0088888	432.84	215	324	621.99	253	213
FBtr0088889	274.16	0	0	137.01	0	0
FBtr0088894	4117.63	1241.34	1585.15	3716.27	1139.23	934.66
FBtr0088895	982.2	140.09	46.22	272.28	0	93.71
FBtr0088896	0	42.79	0	101.07	0	0
FBtr0088897	154	36	55	74	34	38
FBtr0088898	16340.51	7356.85	10764	18853.3	8229.87	9446.85
FBtr0088899	967	482	621	1041	441	431
FBtr0088900	1636.29	763.72	1054.6	1818.69	771.55	724.24
FBtr0088901	21.3	20.14	0	72.45	45.94	9.87
FBtr0088902	398.94	0	0	999.75	349.59	268.03
FBtr0088903	86.33	34.81	60.55	114.95	25.98	8.72
FBtr0088904	1030.18	386	555	1056.25	398	405
FBtr0088905	2421	827	1251	3096	876	1016
FBtr0088906	0	0	0	0	0	0
FBtr0088907	71.14	27	52	77.1	26.06	31
FBtr0088909	186.03	86.25	38.82	221.51	60.88	38.75
FBtr0088910	5233.53	1873.91	2422.01	5765.51	2084.64	1773.54
FBtr0088911	3517.53	1362.91	2233.8	4854.68	1365.97	1400.48
FBtr0088912	2601.54	1472.55	1673.42	1725.47	1600.03	1309.44
FBtr0088919	51.98	0	11.36	0	15.4	3.9
FBtr0088920	3	4	12	10	0	0
FBtr0088921	3	0	0.61	0	2	0
FBtr0088922	409.11	174	213.68	615.96	229	212
FBtr0088923	3435.52	1083	1453	2468.66	898	1027
FBtr0088924	607	188	273	721	204	203
FBtr0088925	200	40	106	145	59	49
FBtr0088926	504	164	241	455	155	145
FBtr0088927	0	0	0	0	0	0
FBtr0088928	6	2	1	3	2	1
FBtr0088929	1	0	0	0	0	2
FBtr0088930	966.71	484.7	583.4	1593.88	469.29	502.25
FBtr0088932	2836.85	1282.38	1889.25	4977.91	1919.71	1410.93
FBtr0088933	428.27	68.4	65.58	440.36	62.63	53.9
FBtr0088934	128.65	0	41.14	109.45	29.73	44.63
FBtr0088935	1589.19	652.45	965.66	1367.99	688.59	698.4
FBtr0088936	177.62	18.87	35.03	148.18	34.24	16.71
FBtr0088937	153.74	31.6	45.65	296.89	65.65	60.2
FBtr0088938	0	2	0	0	0	0
FBtr0088939	60.19	0	304.27	0	198.21	159.59
FBtr0088940	759.44	317.83	366.7	440.74	266.56	234.96
FBtr0088941	665	256	317	846	283	273
FBtr0088942	433	136	186	418	104	123
FBtr0088943	0	0	0	2	1	1
FBtr0088944	628.72	265	387	753.38	303	320
FBtr0088946	451.55	139	226	555.92	194.92	180.98
FBtr0088947	4097	1741	2461	4398	1600	1745
FBtr0088948	948.91	381.01	505.57	664.33	369.84	304.11
FBtr0088949	48.01	58.66	74.32	51.17	141.44	31.44
FBtr0088950	615.35	426.15	601.03	1285.49	335.17	337.85
FBtr0088951	113	40	50	165	47	59
FBtr0088952	1556.41	442.22	707.1	2049.46	691.06	553.43
FBtr0088953	922	333	525	1174	342	367
FBtr0088954	24.11	31.45	10.39	18.05	10.41	31.52
FBtr0088955	1001.86	455	656	946.9	416.94	430
FBtr0088956	9.17	0	0	28.84	0	0
FBtr0088957	1367.09	517.96	748.2	2202.2	961.26	875.08
FBtr0088958	233.84	40.75	69.86	56.85	80.15	33.52
FBtr0088959	641.82	275	326	679.74	236	251
FBtr0088960	149	63	98	133	60	69
FBtr0088961	409.76	115.67	167.84	320.93	94.43	157.94
FBtr0088963	1	0	0	1	0	0
FBtr0088966	0	0	0	0	0	0
FBtr0088970	2	0	0	2	0	1
FBtr0088971	1372	463	727	1602	558	555
FBtr0088972	56.22	23.97	47	37.23	17.02	11.76
FBtr0088973	0	0	0	0	0	0
FBtr0088974	315.27	141.94	231.05	570.05	221.84	137.89
FBtr0088975	1520	717	974	1603	649	726
FBtr0088979	336.05	174	231	446.16	165.6	154.55
FBtr0088980	461	182	263	498	168	153
FBtr0088981	587.79	181	289	602.37	206	216
FBtr0088982	2622	1178	1536	3035.81	1013.21	1043
FBtr0088983	7.65	7.25	7.22	7.65	7.23	0
FBtr0088984	244.07	60.2	157.88	321.07	70.69	71.29
FBtr0088993	1293.8	580.61	785.36	1932.77	435.86	504.81
FBtr0088996	80.33	103.96	187.3	959.46	350.06	412.78
FBtr0088997	3199	1512	1982	3793	1525	1518
FBtr0088998	10.59	20.15	10.04	10.59	0	0
FBtr0088999	1509.27	646.82	1018.22	1782.58	835.83	785.01
FBtr0089002	159.1	33.98	28.86	79.06	32.1	42.7
FBtr0089003	0	0	16.72	41.31	10.61	11.06
FBtr0089004	0	0	0	0	0	0
FBtr0089006	475.08	110.35	167.32	472.3	173.28	138.49
FBtr0089007	200.87	30.16	12.25	238.16	34.59	39.65
FBtr0089008	524.25	379.28	498.74	963.33	328.61	333.58
FBtr0089009	340.37	115.2	216.69	408.21	159.52	153.27
FBtr0089013	1601	744	1006	1780	538	718
FBtr0089014	6.29	3	2.61	2.08	2	0
FBtr0089015	870.79	92.57	26.4	95.21	26.43	26.47
FBtr0089016	168.94	107.9	218.77	199.44	84.09	5.69
FBtr0089018	0.03	0	0	0	0	0
FBtr0089019	0.01	0	0.88	0	0	0
FBtr0089020	42.94	17.27	14.13	57.22	13.31	34.62
FBtr0089021	1020.49	726.92	1046.35	1494.08	1013.35	817.31
FBtr0089022	1	1	0	2	0	0
FBtr0089023	1631	616	859	1454	507	662
FBtr0089024	645	168	242	935	266	319
FBtr0089026	6	0	1	7	3	3
FBtr0089028	0	0	0	0	0	0
FBtr0089030	43.08	26	26	56.15	28	31
FBtr0089031	0	0	0	0	0	0.84
FBtr0089032	188	53	81	240	73	115
FBtr0089033	852.7	309	387	506.85	232	228
FBtr0089034	4	0	1	0.4	0	1
FBtr0089035	13.72	4.12	4.5	8	3.83	1
FBtr0089036	1	0	0	0	0	0
FBtr0089041	0	0	0	0	0	0
FBtr0089042	0	0	0	0	0	0
FBtr0089043	0.35	0	9	4.35	3	2.46
FBtr0089044	4.65	2	0	4.65	0	4.54
FBtr0089045	0	0	0	0	1	0
FBtr0089046	0	0	0	0	1	0
FBtr0089047	0	0	0	0	0	0
FBtr0089048	2	0	0	0	0	0
FBtr0089049	485	187	263	393	139	137
FBtr0089050	287	135	192	327	142	114
FBtr0089051	0	0	0	0	0	0
FBtr0089052	2	4	3	6	0	0
FBtr0089053	0	0	0	0	0	0
FBtr0089055	1	0	0	1	0	0
FBtr0089056	0	1	0	6	3	1
FBtr0089060	0	0	0	2	0	0
FBtr0089061	1668	642	947	1858	738	721
FBtr0089062	15.4	0	4.97	0.61	10.73	5.6
FBtr0089063	35.07	53.81	7.04	0	19.21	22.01
FBtr0089065	68.16	15.57	9.1	8.53	4.12	0
FBtr0089067	537.8	38.41	89.49	468.73	99.58	68.6
FBtr0089069	0	16.19	0	2.74	23.93	21.8
FBtr0089070	2.17	0	0	0	0	0
FBtr0089075	1057.88	315.17	204.82	479.5	222.08	300.49
FBtr0089076	860.91	95.92	236.09	1204.3	198.64	114.72
FBtr0089077	391.21	44.91	49.08	206.2	90.28	37.79
FBtr0089079	0	32	0	0	0	0
FBtr0089080	107	0	41	107	32	24
FBtr0089082	943.97	403.58	442.7	73.07	395.57	328.42
FBtr0089083	281.3	39.94	0	1021.02	44.85	108.22
FBtr0089084	0	0	0	0	0	0
FBtr0089085	1520.9	36.49	152.27	1088.64	106.93	45.7
FBtr0089086	63.84	11	0	26.28	3.66	3.67
FBtr0089090	1229.75	206.16	290.29	998.22	292.6	235.53
FBtr0089091	207.39	34.52	11.3	76.41	4.92	6
FBtr0089092	1168.28	233.27	236.82	958.29	296.05	366.58
FBtr0089094	1647.26	232.38	379.33	1652.09	400.37	231.27
FBtr0089095	405.46	36.35	65.85	241.62	53.57	38.16
FBtr0089096	5385.86	866.37	282.15	6802.44	721.89	829.18
FBtr0089097	1942.2	1620.78	2376.06	2385.5	1990.03	1612.47
FBtr0089100	894.44	66.31	120.34	151.32	133.68	40.42
FBtr0089101	38.12	0	0	0	0	0
FBtr0089102	51.6	0	0	0	0	0
FBtr0089103	1448	246	301	1495	256	220
FBtr0089104	38.73	0	25	58.08	0	0
FBtr0089105	2959	950	1265	2696.94	907	1027
FBtr0089106	4845.19	1221.61	1526.8	5588.48	1600.68	1250.22
FBtr0089110	2444	382	539	2636	602	521
FBtr0089111	2295	567	692	2561	702	624
FBtr0089112	299.48	25.97	10.74	529.99	3.77	0
FBtr0089113	251	61.34	81.57	28.85	107.88	112.24
FBtr0089114	102.18	10.87	38.8	74.36	22.95	13.49
FBtr0089115	513	84	115	427	132	126
FBtr0089116	101.02	5.91	21.37	40.27	8.68	18.69
FBtr0089119	68.15	5.76	2.81	21.7	4.85	1.51
FBtr0089121	53.96	31.22	74.94	284.03	45.37	76.76
FBtr0089122	1392.61	351.25	385.95	1421.27	377.46	301.53
FBtr0089123	8613.61	1747.54	2226.15	8738.58	2063.95	1576.25
FBtr0089125	220.48	12.11	3.97	94.19	18.26	7.4
FBtr0089126	2725.08	768.42	915.98	2890.47	924.31	751.91
FBtr0089128	0	9.96	20.65	0	0	0
FBtr0089129	10.19	0	9.35	23.93	13.36	12.82
FBtr0089133	413.97	56.76	44.19	394.24	72.11	58.56
FBtr0089134	0	0	2	0	0	0
FBtr0089137	6.54	0	0	14	0	0
FBtr0089139	0	0	0	0	0	0
FBtr0089141	7.31	10	8	47	12	16
FBtr0089144	2636.93	542.03	704.1	2727.98	764.88	605.81
FBtr0089145	2504.58	531	611	2608.79	617.1	464.1
FBtr0089146	254.52	53.29	84.5	0	53.24	26.83
FBtr0089147	163.9	0	13.28	48.42	0	20.19
FBtr0089148	496.3	18.39	13.14	93.12	29.67	21.31
FBtr0089149	155.99	26.02	0	35.86	0	0
FBtr0089150	428.39	0	34.8	157.57	26.07	44.25
FBtr0089153	761.14	96.52	107.97	479	106.06	109.28
FBtr0089154	1394.1	269	344.78	1204	317.57	374
FBtr0089159	707.85	265.7	289.13	839.9	214.29	208.59
FBtr0089161	793.56	93.86	143.89	7.52	123.33	0
FBtr0089162	111.89	0	2.87	849.33	80.88	151.82
FBtr0089170	6	0	2	7	1	1
FBtr0089171	1003.28	258.2	294.55	271.57	666.08	400.28
FBtr0089172	112.02	56.47	90.9	137.21	134.49	53.88
FBtr0089173	8151.64	1732.59	1819.64	6997.85	1672.88	1406.5
FBtr0089175	60585.56	13947.4	16844.57	36799.33	14848.8	17524.68
FBtr0089176	62.4	0	6.08	0	0	20.11
FBtr0089178	307.69	76	87.98	257.66	80.4	81
FBtr0089179	4079.48	653.98	684.18	4143.38	1304.25	954
FBtr0089180	5.25	0	8.22	0	10.48	0
FBtr0089181	0	5.65	0	0	0	0
FBtr0089182	0	6.87	0	0	0	0
FBtr0089184	0	0	0	0	0	0
FBtr0089185	6.31	4	5.44	12.33	2.65	7
FBtr0089186	11338.49	3999.52	5184.56	9329.97	3776.94	4581.53
FBtr0089188	408.85	184	174.39	501.41	235.43	169.08
FBtr0089192	117.27	10.69	3.52	0	21.27	3.57
FBtr0089194	266.43	27.37	63.45	202.83	26.15	20.47
FBtr0089195	619.09	91.85	90.81	235.85	93.07	74.54
FBtr0089196	303.37	71.9	91.75	210.72	99	53.18
FBtr0089204	389.66	39.65	39.56	221.11	29.73	49.74
FBtr0089205	727.34	112.35	164.44	699.89	171.27	104.26
FBtr0089207	2336.98	391.21	522.86	1717.06	570.03	412.24
FBtr0089208	52.04	38.38	27.94	13.53	24.61	28.72
FBtr0089209	16	3	2	10	2	2
FBtr0089210	490.26	58.86	99.57	491.56	100.45	72.38
FBtr0089211	251.04	112.83	105.43	320.28	119.55	68.2
FBtr0089214	250.45	2.31	0	76.41	0	20.43
FBtr0089217	0	0	0	0	0	0
FBtr0089218	0	0	0	0	0	0
FBtr0089219	145.13	21.08	8.43	17.95	25.52	14.6
FBtr0089221	825.41	223.76	237.11	932.28	244.27	262
FBtr0089222	690	171	228	966	197	230
FBtr0089223	4910.77	1088.93	1334.75	3876.47	1368.24	1089.25
FBtr0089224	280.65	106.93	0	257.5	97.6	0
FBtr0089225	803.37	0	16.27	680.81	34.25	27.62
FBtr0089229	581.72	365.49	576.76	2660.98	570.78	522.81
FBtr0089233	588.86	37.39	38.32	29.5	89.26	0
FBtr0089235	0	0	9.77	7.13	0	9
FBtr0089236	0	0	7.23	0	0	0
FBtr0089243	17026.21	3793.79	4447.69	18084.22	5288.75	4007.52
FBtr0089245	611.67	63.64	0	1407.17	253.53	39.37
FBtr0089246	0	0	0	0	0	0
FBtr0089247	772.29	153.09	144.07	301.05	178.64	113.96
FBtr0089251	1	0	1	5	3	2
FBtr0089252	90.67	47.31	93.56	109.3	86.56	42.55
FBtr0089253	2.31	0	0	204.63	0	55.78
FBtr0089254	2182.69	361	392	1525.37	491	323.22
FBtr0089257	1451.15	187.53	280.65	1957.36	454.99	112.33
FBtr0089258	1464.85	643.47	820.35	1154.64	684.01	890.67
FBtr0089259	960.06	202.25	135.95	866.37	240.31	179.85
FBtr0089260	42.21	0	0	0	0	0
FBtr0089261	379.38	20.37	87.48	460.94	67.51	74.98
FBtr0089262	1408.98	274.63	270.2	1504.03	218.41	227.25
FBtr0089263	536.09	108.44	181.24	315.42	33.79	32.48
FBtr0089267	0	0	1	0	0	0
FBtr0089268	0	0	0	0	0	0
FBtr0089269	3.31	0	0	6.8	3.02	0
FBtr0089270	0	0	0	30.55	18.17	0
FBtr0089271	0	0	0	0	0	6.61
FBtr0089274	0	0	0	0	0	0
FBtr0089275	0	0	0	11.76	0	0
FBtr0089276	0	0	0	0	0	0
FBtr0089277	0	0	0	0	0	0
FBtr0089278	0	0	0	0	0	0
FBtr0089279	0	0	0	0	0	0
FBtr0089287	0	0	0	0	0	0
FBtr0089288	1229.94	292.12	427.55	1579.37	409.12	264.83
FBtr0089289	119.68	75.74	0	114.9	14.61	0
FBtr0089290	168.34	0	0	142.62	0	0
FBtr0089291	0	0	0	3	0	0
FBtr0089295	0	0	0	1	0	0
FBtr0089304	1071.39	281.16	513.97	1282.73	422.72	171.12
FBtr0089306	39.45	0	0	31.25	0	7.72
FBtr0089307	0	17.15	0	0	0	0
FBtr0089308	213.43	22.8	14.57	34.46	24.86	11.19
FBtr0089309	0	0	0	0	0	0
FBtr0089310	35.32	7.39	0	55.62	0	0
FBtr0089312	0	87.49	0.06	0	0	104.53
FBtr0089313	99.79	7.77	7.73	58.17	7.75	7.78
FBtr0089314	138.68	83.61	65.9	137.06	63.8	53.36
FBtr0089315	1586.42	541.51	740.1	1380.92	478.2	511.5
FBtr0089318	273.89	80.94	117	309.84	87	100.71
FBtr0089320	0	0	1	1	0	0
FBtr0089321	2137.31	673.23	1018.15	1719.69	532.33	646.19
FBtr0089322	122.46	12	34	101.2	20	16
FBtr0089323	0	0	0	1	0	0
FBtr0089324	0	1	2	5	1	1
FBtr0089327	0	0	0	0	0	0
FBtr0089328	0	0	0	0	0	0
FBtr0089329	26467	12294	17607	24315	10518	10643
FBtr0089330	849.27	650.33	1114.4	1073.4	911.07	825.3
FBtr0089331	19.6	0	7.27	58.06	0	5.81
FBtr0089332	1279.4	423.33	550.06	2048.05	524.59	445.34
FBtr0089333	27.24	1.96	10.37	21.3	8.67	8.02
FBtr0089338	700.8	269.52	179.22	443.64	336.41	157.34
FBtr0089339	1128.42	297.53	689.93	870.59	386.78	559.48
FBtr0089340	1997.16	466.52	572.06	3436.2	550.26	659.55
FBtr0089341	39.62	452.43	584.79	121.57	423.55	351.63
FBtr0089342	358.57	0	0	0	0	0
FBtr0089343	98.62	444.08	673.36	943.41	1481.35	1193.22
FBtr0089344	1289.4	400.69	515.77	993.14	489.64	286.68
FBtr0089345	1894.17	410.74	497.4	2818.51	102.74	0
FBtr0089346	20.23	0	6.23	24.66	7.1	18.55
FBtr0089347	22.11	14.41	0	0	0	0
FBtr0089348	592.78	106.12	121.67	3268.74	948.55	797.54
FBtr0089349	5248.25	2124.25	2819.33	1437.87	437.09	444.94
FBtr0089350	0	247.17	509.57	0	500.88	748.78
FBtr0089351	1.89	0	0	0	0	0
FBtr0089352	930.97	270.15	280.02	1049.53	264.98	190.19
FBtr0089353	561.07	142.3	271.97	521.45	72.91	98.66
FBtr0089355	398.52	146.42	160.77	531.1	206.34	204.3
FBtr0089356	757.84	218.36	290.49	855.04	240.26	209.03
FBtr0089357	172.21	56.58	114.88	159.41	59.49	61.14
FBtr0089359	148.85	24.72	67.28	808.76	145.29	175.77
FBtr0089360	605.81	183.73	298.5	1454.74	512.27	388.81
FBtr0089361	298.04	68.93	114.78	948.77	375.43	312.98
FBtr0089362	440.96	104.04	104.94	521.45	190.06	118.57
FBtr0089363	604.9	95.83	157.08	487.01	156.72	148.14
FBtr0089364	88.69	38.06	63.32	158.47	54.19	41.67
FBtr0089365	165.45	61.52	99.33	256.08	103.48	92.03
FBtr0089366	37.49	13.26	54.35	41.37	15.33	18.5
FBtr0089367	11.56	0	0	0	0	0
FBtr0089368	0	0	2	6	0	0
FBtr0089376	6.92	1	4	1	1	1
FBtr0089377	995	303	410	1090.31	371	308
FBtr0089378	0	0	0	0	0	0
FBtr0089379	0	0	0	0	0	0
FBtr0089380	0	0	0	0	0	0
FBtr0089381	0	0	0	0	0	0
FBtr0089382	0	0	0	0	0	0
