gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
FBtr0114569	FBtr0114569	2665.00	2493.72	0.00	0.00	0.00
FBtr0114570	FBtr0114570	2752.00	2580.72	0.00	0.00	0.00
FBtr0114573	FBtr0114573	5827.00	5655.72	476.27	12.16	10.14
FBtr0114575	FBtr0114575	5055.00	4883.72	0.00	0.00	0.00
FBtr0114577	FBtr0114577	2720.00	2548.72	85.59	4.85	4.04
FBtr0114581	FBtr0114581	3418.00	3246.72	13.91	0.62	0.52
FBtr0114582	FBtr0114582	4787.00	4615.72	20.48	0.64	0.53
FBtr0114583	FBtr0114583	2589.00	2417.72	3.94	0.24	0.20
FBtr0114584	FBtr0114584	4191.00	4019.72	0.00	0.00	0.00
FBtr0114585	FBtr0114585	5044.00	4872.72	0.00	0.00	0.00
FBtr0114586	FBtr0114586	4428.00	4256.72	619.46	21.01	17.52
FBtr0114589	FBtr0114589	5134.00	4962.72	138.00	4.01	3.35
FBtr0114590	FBtr0114590	3269.00	3097.72	47.26	2.20	1.84
FBtr0114592	FBtr0114592	7889.00	7717.72	0.00	0.00	0.00
FBtr0114594	FBtr0114594	4873.00	4701.72	0.00	0.00	0.00
FBtr0114595	FBtr0114595	4639.00	4467.72	91.58	2.96	2.47
FBtr0114598	FBtr0114598	2680.00	2508.72	66.00	3.80	3.17
FBtr0114599	FBtr0114599	2511.00	2339.72	513.00	31.65	26.40
FBtr0114600	FBtr0114600	1246.00	1074.72	37.85	5.08	4.24
FBtr0114602	FBtr0114602	3658.00	3486.72	179.27	7.42	6.19
FBtr0114603	FBtr0114603	2237.00	2065.72	43.28	3.02	2.52
FBtr0114604	FBtr0114604	5618.00	5446.72	433.59	11.49	9.58
FBtr0114605	FBtr0114605	5613.00	5441.72	49.51	1.31	1.10
FBtr0114613	FBtr0114613	11062.00	10890.72	0.00	0.00	0.00
FBtr0114614	FBtr0114614	3581.00	3409.72	142.76	6.04	5.04
FBtr0114615	FBtr0114615	3471.00	3299.72	971.00	42.48	35.43
FBtr0114616	FBtr0114616	3371.00	3199.72	0.00	0.00	0.00
FBtr0114617	FBtr0114617	3696.00	3524.72	0.00	0.00	0.00
FBtr0114618	FBtr0114618	3561.00	3389.72	0.00	0.00	0.00
FBtr0114622	FBtr0114622	5170.00	4998.72	0.00	0.00	0.00
FBtr0114623	FBtr0114623	4107.00	3935.72	85.28	3.13	2.61
FBtr0114627	FBtr0114627	4361.00	4189.72	134.78	4.64	3.87
FBtr0114628	FBtr0114628	3829.00	3657.72	280.47	11.07	9.23
FBtr0114644	FBtr0114644	2288.00	2116.72	0.00	0.00	0.00
FBtr0114645	FBtr0114645	2514.00	2342.72	0.54	0.03	0.03
FBtr0273009	FBtr0273009	2530.00	2358.72	161.70	9.90	8.25
FBtr0273183	FBtr0273183	1507.00	1335.72	114.74	12.40	10.34
FBtr0273185	FBtr0273185	2560.00	2388.72	5.79	0.35	0.29
FBtr0273186	FBtr0273186	1917.00	1745.72	0.00	0.00	0.00
FBtr0273188	FBtr0273188	6040.00	5868.72	6.40	0.16	0.13
FBtr0273189	FBtr0273189	1021.00	849.72	11.92	2.02	1.69
FBtr0273190	FBtr0273190	1612.00	1440.72	0.00	0.00	0.00
FBtr0273191	FBtr0273191	2058.00	1886.72	0.00	0.00	0.00
FBtr0273192	FBtr0273192	14788.00	14616.72	17.00	0.17	0.14
FBtr0273194	FBtr0273194	1313.00	1141.72	8.95	1.13	0.94
FBtr0273202	FBtr0273202	1638.00	1466.72	0.00	0.00	0.00
FBtr0273204	FBtr0273204	1762.00	1590.72	0.00	0.00	0.00
FBtr0273205	FBtr0273205	1680.00	1508.72	0.00	0.00	0.00
FBtr0273206	FBtr0273206	1869.00	1697.72	611.38	51.98	43.36
FBtr0273208	FBtr0273208	698.00	526.73	70.39	19.29	16.09
FBtr0273209	FBtr0273209	560.00	388.75	0.05	0.02	0.01
FBtr0273210	FBtr0273210	628.00	456.74	93.04	29.40	24.53
FBtr0273211	FBtr0273211	704.00	532.73	13.94	3.78	3.15
FBtr0273215	FBtr0273215	5389.00	5217.72	28.00	0.77	0.65
FBtr0273217	FBtr0273217	1666.00	1494.72	14.00	1.35	1.13
FBtr0273219	FBtr0273219	1670.00	1498.72	8.00	0.77	0.64
FBtr0273221	FBtr0273221	708.00	536.73	0.00	0.00	0.00
FBtr0273222	FBtr0273222	17746.00	17574.72	0.00	0.00	0.00
FBtr0273223	FBtr0273223	17725.00	17553.72	0.00	0.00	0.00
FBtr0273224	FBtr0273224	17731.00	17559.72	0.00	0.00	0.00
FBtr0273225	FBtr0273225	17969.00	17797.72	0.00	0.00	0.00
FBtr0273226	FBtr0273226	17948.00	17776.72	0.00	0.00	0.00
FBtr0273227	FBtr0273227	3171.00	2999.72	3.00	0.14	0.12
FBtr0273228	FBtr0273228	5295.00	5123.72	0.00	0.00	0.00
FBtr0273230	FBtr0273230	4255.00	4083.72	50.01	1.77	1.47
FBtr0273231	FBtr0273231	4234.00	4062.72	3.28	0.12	0.10
FBtr0273232	FBtr0273232	2992.00	2820.72	0.72	0.04	0.03
FBtr0273233	FBtr0273233	3171.00	2999.72	0.00	0.00	0.00
FBtr0273234	FBtr0273234	447.00	275.76	0.00	0.00	0.00
FBtr0273235	FBtr0273235	7269.00	7097.72	59.66	1.21	1.01
FBtr0273236	FBtr0273236	13980.00	13808.72	3.00	0.03	0.03
FBtr0273237	FBtr0273237	2870.00	2698.72	0.00	0.00	0.00
FBtr0273238	FBtr0273238	1077.00	905.72	42.00	6.69	5.58
FBtr0273239	FBtr0273239	1358.00	1186.72	48.70	5.92	4.94
FBtr0273240	FBtr0273240	1758.00	1586.72	43.88	3.99	3.33
FBtr0273241	FBtr0273241	1751.00	1579.72	269.89	24.66	20.57
FBtr0273245	FBtr0273245	3811.00	3639.72	581.95	23.08	19.25
FBtr0273247	FBtr0273247	3749.00	3577.72	4.18	0.17	0.14
FBtr0273248	FBtr0273248	3362.00	3190.72	115.78	5.24	4.37
FBtr0273250	FBtr0273250	3344.00	3172.72	0.00	0.00	0.00
FBtr0273251	FBtr0273251	1813.00	1641.72	2.00	0.18	0.15
FBtr0273253	FBtr0273253	1144.00	972.72	1249.56	185.43	154.67
FBtr0273255	FBtr0273255	1408.00	1236.72	25.00	2.92	2.43
FBtr0273257	FBtr0273257	4230.00	4058.72	747.35	26.58	22.17
FBtr0273258	FBtr0273258	3938.00	3766.72	0.00	0.00	0.00
FBtr0273259	FBtr0273259	3942.00	3770.72	0.00	0.00	0.00
FBtr0273260	FBtr0273260	4472.00	4300.72	2.00	0.07	0.06
FBtr0273261	FBtr0273261	2627.00	2455.72	0.00	0.00	0.00
FBtr0273263	FBtr0273263	3105.00	2933.72	651.40	32.05	26.73
FBtr0273264	FBtr0273264	2389.00	2217.72	0.00	0.00	0.00
FBtr0273265	FBtr0273265	1700.00	1528.72	2.00	0.19	0.16
FBtr0273268	FBtr0273268	1341.00	1169.72	102.00	12.59	10.50
FBtr0273271	FBtr0273271	464.00	292.76	200.00	98.61	82.25
FBtr0273273	FBtr0273273	3439.00	3267.72	694.00	30.66	25.57
FBtr0273274	FBtr0273274	921.00	749.72	572.39	110.20	91.92
FBtr0273275	FBtr0273275	1070.00	898.72	83.93	13.48	11.24
FBtr0273276	FBtr0273276	2110.00	1938.72	20.60	1.53	1.28
FBtr0273277	FBtr0273277	2040.00	1868.72	2075.00	160.28	133.69
FBtr0273278	FBtr0273278	618.00	446.74	17.67	5.71	4.76
FBtr0273279	FBtr0273279	1181.00	1009.72	1.00	0.14	0.12
FBtr0273282	FBtr0273282	2679.00	2507.72	707.90	40.75	33.99
FBtr0273283	FBtr0273283	2581.00	2409.72	0.00	0.00	0.00
FBtr0273284	FBtr0273284	5092.00	4920.72	0.00	0.00	0.00
FBtr0273285	FBtr0273285	5143.00	4971.72	0.00	0.00	0.00
FBtr0273286	FBtr0273286	5583.00	5411.72	0.00	0.00	0.00
FBtr0273287	FBtr0273287	5105.00	4933.72	0.00	0.00	0.00
FBtr0273288	FBtr0273288	5744.00	5572.72	0.00	0.00	0.00
FBtr0273289	FBtr0273289	5172.00	5000.72	0.00	0.00	0.00
FBtr0273290	FBtr0273290	5218.00	5046.72	0.00	0.00	0.00
FBtr0273291	FBtr0273291	5082.00	4910.72	0.00	0.00	0.00
FBtr0273293	FBtr0273293	494.00	322.75	8279.74	3702.94	3088.67
FBtr0273296	FBtr0273296	926.00	754.72	11.00	2.10	1.75
FBtr0273298	FBtr0273298	552.00	380.75	49.00	18.58	15.49
FBtr0273301	FBtr0273301	5461.00	5289.72	1.00	0.03	0.02
FBtr0273302	FBtr0273302	1800.00	1628.72	0.00	0.00	0.00
FBtr0273303	FBtr0273303	2877.00	2705.72	0.00	0.00	0.00
FBtr0273304	FBtr0273304	2167.00	1995.72	61.30	4.43	3.70
FBtr0273305	FBtr0273305	3276.00	3104.72	0.00	0.00	0.00
FBtr0273306	FBtr0273306	3179.00	3007.72	204.78	9.83	8.20
FBtr0273307	FBtr0273307	3857.00	3685.72	0.00	0.00	0.00
FBtr0273308	FBtr0273308	6387.00	6215.72	0.00	0.00	0.00
FBtr0273310	FBtr0273310	2635.00	2463.72	0.00	0.00	0.00
FBtr0273311	FBtr0273311	3761.00	3589.72	0.00	0.00	0.00
FBtr0273313	FBtr0273313	623.00	451.74	1.00	0.32	0.27
FBtr0273319	FBtr0273319	1689.00	1517.72	0.00	0.00	0.00
FBtr0273320	FBtr0273320	1409.00	1237.72	0.00	0.00	0.00
FBtr0273321	FBtr0273321	1002.00	830.72	41.53	7.22	6.02
FBtr0273322	FBtr0273322	1892.00	1720.72	2.00	0.17	0.14
FBtr0273323	FBtr0273323	5299.00	5127.72	67.14	1.89	1.58
FBtr0273324	FBtr0273324	3973.00	3801.72	311.43	11.82	9.86
FBtr0273325	FBtr0273325	7328.00	7156.72	0.00	0.00	0.00
FBtr0273326	FBtr0273326	6368.00	6196.72	0.00	0.00	0.00
FBtr0273327	FBtr0273327	5422.00	5250.72	0.00	0.00	0.00
FBtr0273328	FBtr0273328	1391.00	1219.72	3.00	0.36	0.30
FBtr0273329	FBtr0273329	1530.00	1358.72	0.00	0.00	0.00
FBtr0273336	FBtr0273336	2958.00	2786.72	145.11	7.52	6.27
FBtr0273337	FBtr0273337	1738.00	1566.72	0.00	0.00	0.00
FBtr0273338	FBtr0273338	2464.00	2292.72	554.13	34.89	29.10
FBtr0273339	FBtr0273339	1383.00	1211.72	0.00	0.00	0.00
FBtr0273340	FBtr0273340	6303.00	6131.72	10.93	0.26	0.21
FBtr0273341	FBtr0273341	5346.00	5174.72	37.86	1.06	0.88
FBtr0273342	FBtr0273342	834.00	662.73	0.00	0.00	0.00
FBtr0273343	FBtr0273343	6113.00	5941.72	0.00	0.00	0.00
FBtr0273344	FBtr0273344	1785.00	1613.72	0.00	0.00	0.00
FBtr0273345	FBtr0273345	2298.00	2126.72	0.00	0.00	0.00
FBtr0273346	FBtr0273346	2277.00	2105.72	6.78	0.46	0.39
FBtr0273347	FBtr0273347	992.00	820.72	119.59	21.03	17.54
FBtr0273348	FBtr0273348	1364.00	1192.72	1.00	0.12	0.10
FBtr0273349	FBtr0273349	1138.00	966.72	0.00	0.00	0.00
FBtr0273350	FBtr0273350	1791.00	1619.72	0.00	0.00	0.00
FBtr0273351	FBtr0273351	2176.00	2004.72	152.42	10.97	9.15
FBtr0273352	FBtr0273352	1069.00	897.72	12.16	1.96	1.63
FBtr0273353	FBtr0273353	2294.00	2122.72	287.42	19.54	16.30
FBtr0273354	FBtr0273354	3593.00	3421.72	0.00	0.00	0.00
FBtr0273355	FBtr0273355	4190.00	4018.72	0.00	0.00	0.00
FBtr0273357	FBtr0273357	1813.00	1641.72	1.00	0.09	0.07
FBtr0273361	FBtr0273361	1334.00	1162.72	0.00	0.00	0.00
FBtr0273362	FBtr0273362	2782.00	2610.72	119.61	6.61	5.52
FBtr0273367	FBtr0273367	5627.00	5455.72	199.50	5.28	4.40
FBtr0273368	FBtr0273368	4831.00	4659.72	0.00	0.00	0.00
FBtr0273369	FBtr0273369	661.00	489.74	1.00	0.29	0.25
FBtr0273370	FBtr0273370	14150.00	13978.72	2522.31	26.05	21.72
FBtr0273372	FBtr0273372	622.00	450.74	0.00	0.00	0.00
FBtr0273377	FBtr0273377	1580.00	1408.72	165.00	16.91	14.10
FBtr0273378	FBtr0273378	3383.00	3211.72	298.32	13.41	11.18
FBtr0273382	FBtr0273382	7607.00	7435.72	1437.00	27.90	23.27
FBtr0273383	FBtr0273383	2057.00	1885.72	0.00	0.00	0.00
FBtr0273384	FBtr0273384	6439.00	6267.72	175.94	4.05	3.38
FBtr0273385	FBtr0273385	6171.00	5999.72	77.06	1.85	1.55
FBtr0273389	FBtr0273389	1210.00	1038.72	1.00	0.14	0.12
FBtr0273390	FBtr0273390	11901.00	11729.72	426.00	5.24	4.37
FBtr0273391	FBtr0273391	3923.00	3751.72	180.75	6.95	5.80
FBtr0273392	FBtr0273392	1982.00	1810.72	0.00	0.00	0.00
FBtr0273393	FBtr0273393	618.00	446.74	395.24	127.71	106.52
FBtr0273396	FBtr0273396	3486.00	3314.72	4.00	0.17	0.15
FBtr0273397	FBtr0273397	3291.00	3119.72	0.00	0.00	0.00
FBtr0273398	FBtr0273398	2551.00	2379.72	97.09	5.89	4.91
FBtr0273399	FBtr0273399	2479.00	2307.72	0.00	0.00	0.00
FBtr0273400	FBtr0273400	1470.00	1298.72	0.00	0.00	0.00
FBtr0273401	FBtr0273401	826.00	654.73	5.43	1.20	1.00
FBtr0273402	FBtr0273402	775.00	603.73	123.07	29.42	24.54
FBtr0273403	FBtr0273403	1257.00	1085.72	54.00	7.18	5.99
FBtr0273404	FBtr0273404	2359.00	2187.72	292.00	19.27	16.07
FBtr0273405	FBtr0273405	1687.00	1515.72	5.00	0.48	0.40
FBtr0273406	FBtr0273406	514.00	342.75	0.00	0.00	0.00
FBtr0273407	FBtr0273407	3200.00	3028.72	0.00	0.00	0.00
FBtr0273409	FBtr0273409	526.00	354.75	0.00	0.00	0.00
FBtr0273410	FBtr0273410	3761.00	3589.72	41.50	1.67	1.39
FBtr0273411	FBtr0273411	465.00	293.76	1.00	0.49	0.41
FBtr0273412	FBtr0273412	4356.00	4184.72	152.75	5.27	4.39
FBtr0273414	FBtr0273414	1809.00	1637.72	211.00	18.60	15.51
FBtr0273416	FBtr0273416	1082.00	910.72	2.00	0.32	0.26
FBtr0273418	FBtr0273418	12821.00	12649.72	7.00	0.08	0.07
FBtr0273419	FBtr0273419	1238.00	1066.72	0.00	0.00	0.00
FBtr0273420	FBtr0273420	1230.00	1058.72	0.00	0.00	0.00
FBtr0273421	FBtr0273421	930.00	758.72	12.91	2.46	2.05
FBtr0273422	FBtr0273422	8691.00	8519.72	5.29	0.09	0.07
FBtr0273423	FBtr0273423	3949.00	3777.72	42.14	1.61	1.34
FBtr0273424	FBtr0273424	4131.00	3959.72	14.57	0.53	0.44
FBtr0273425	FBtr0273425	4221.00	4049.72	0.00	0.00	0.00
FBtr0273426	FBtr0273426	3960.00	3788.72	0.00	0.00	0.00
FBtr0273427	FBtr0273427	5997.00	5825.72	0.00	0.00	0.00
FBtr0273428	FBtr0273428	4159.00	3987.72	0.00	0.00	0.00
FBtr0273430	FBtr0273430	2394.00	2222.72	0.00	0.00	0.00
FBtr0273431	FBtr0273431	4175.00	4003.72	0.00	0.00	0.00
FBtr0273432	FBtr0273432	4651.00	4479.72	0.00	0.00	0.00
FBtr0273433	FBtr0273433	5170.00	4998.72	0.00	0.00	0.00
FBtr0273434	FBtr0273434	5169.00	4997.72	0.00	0.00	0.00
FBtr0273435	FBtr0273435	1140.00	968.72	0.00	0.00	0.00
FBtr0273437	FBtr0273437	11349.00	11177.72	392.00	5.06	4.22
FBtr0273438	FBtr0273438	2039.00	1867.72	1.00	0.08	0.06
FBtr0273442	FBtr0273442	1711.00	1539.72	0.00	0.00	0.00
FBtr0273443	FBtr0273443	1603.00	1431.72	1.00	0.10	0.08
FBtr0273445	FBtr0273445	1030.00	858.72	0.00	0.00	0.00
FBtr0273446	FBtr0273446	6782.00	6610.72	231.11	5.05	4.21
FBtr0273447	FBtr0273447	5925.00	5753.72	657.77	16.50	13.76
FBtr0273448	FBtr0273448	718.00	546.73	1.00	0.26	0.22
FBtr0273450	FBtr0273450	3249.00	3077.72	0.00	0.00	0.00
FBtr0289934	FBtr0289934	2389.00	2217.72	0.00	0.00	0.00
FBtr0289939	FBtr0289939	3827.00	3655.72	0.00	0.00	0.00
FBtr0289940	FBtr0289940	3463.00	3291.72	20.40	0.89	0.75
FBtr0289942	FBtr0289942	1435.00	1263.72	29.00	3.31	2.76
FBtr0289951	FBtr0289951	5806.00	5634.72	43.80	1.12	0.94
FBtr0289952	FBtr0289952	1513.00	1341.72	2.00	0.22	0.18
FBtr0289953	FBtr0289953	2161.00	1989.72	59.64	4.33	3.61
FBtr0289954	FBtr0289954	3440.00	3268.72	181.01	7.99	6.67
FBtr0289955	FBtr0289955	3780.00	3608.72	184.90	7.40	6.17
FBtr0289956	FBtr0289956	3949.00	3777.72	12.13	0.46	0.39
FBtr0289960	FBtr0289960	2205.00	2033.72	212.71	15.10	12.59
FBtr0289961	FBtr0289961	1702.00	1530.72	0.00	0.00	0.00
FBtr0289962	FBtr0289962	1639.00	1467.72	0.00	0.00	0.00
FBtr0289963	FBtr0289963	781.00	609.73	0.00	0.00	0.00
FBtr0289964	FBtr0289964	639.00	467.74	0.00	0.00	0.00
FBtr0289965	FBtr0289965	1197.00	1025.72	0.00	0.00	0.00
FBtr0289966	FBtr0289966	622.00	450.74	0.00	0.00	0.00
FBtr0289967	FBtr0289967	1695.00	1523.72	0.00	0.00	0.00
FBtr0289968	FBtr0289968	1770.00	1598.72	21.50	1.94	1.62
FBtr0289969	FBtr0289969	1751.00	1579.72	0.00	0.00	0.00
FBtr0289970	FBtr0289970	1709.00	1537.72	6.50	0.61	0.51
FBtr0289971	FBtr0289971	1201.00	1029.72	3.00	0.42	0.35
FBtr0289972	FBtr0289972	634.00	462.74	185.05	57.72	48.15
FBtr0289973	FBtr0289973	913.00	741.72	1.00	0.19	0.16
FBtr0289974	FBtr0289974	1383.00	1211.72	0.00	0.00	0.00
FBtr0289975	FBtr0289975	943.00	771.72	0.00	0.00	0.00
FBtr0289976	FBtr0289976	1603.00	1431.72	13.44	1.35	1.13
FBtr0289977	FBtr0289977	2808.00	2636.72	58.29	3.19	2.66
FBtr0289978	FBtr0289978	5352.00	5180.72	660.97	18.42	15.36
FBtr0289979	FBtr0289979	3004.00	2832.72	0.00	0.00	0.00
FBtr0289981	FBtr0289981	4846.00	4674.72	383.67	11.85	9.88
FBtr0289982	FBtr0289982	13807.00	13635.72	8.00	0.08	0.07
FBtr0289983	FBtr0289983	1656.00	1484.72	0.00	0.00	0.00
FBtr0289985	FBtr0289985	4589.00	4417.72	6.00	0.20	0.16
FBtr0289986	FBtr0289986	1804.00	1632.72	9.00	0.80	0.66
FBtr0289988	FBtr0289988	3908.00	3736.72	4.00	0.15	0.13
FBtr0289989	FBtr0289989	2428.00	2256.72	8.00	0.51	0.43
FBtr0289990	FBtr0289990	1356.00	1184.72	257.06	31.32	26.12
FBtr0289993	FBtr0289993	670.00	498.74	0.00	0.00	0.00
FBtr0289994	FBtr0289994	1130.00	958.72	18.00	2.71	2.26
FBtr0289998	FBtr0289998	11301.00	11129.72	1.00	0.01	0.01
FBtr0290000	FBtr0290000	1126.00	954.72	21.03	3.18	2.65
FBtr0290001	FBtr0290001	5881.00	5709.72	0.00	0.00	0.00
FBtr0290002	FBtr0290002	3785.00	3613.72	2.00	0.08	0.07
FBtr0290003	FBtr0290003	393.00	221.77	0.00	0.00	0.00
FBtr0290008	FBtr0290008	504.00	332.75	0.00	0.00	0.00
FBtr0290009	FBtr0290009	4174.00	4002.72	0.00	0.00	0.00
FBtr0290010	FBtr0290010	5745.00	5573.72	767.67	19.88	16.58
FBtr0290011	FBtr0290011	7037.00	6865.72	0.00	0.00	0.00
FBtr0290012	FBtr0290012	882.00	710.73	0.00	0.00	0.00
FBtr0290013	FBtr0290013	3602.00	3430.72	17.99	0.76	0.63
FBtr0290014	FBtr0290014	8128.00	7956.72	0.00	0.00	0.00
FBtr0290015	FBtr0290015	3502.00	3330.72	0.00	0.00	0.00
FBtr0290016	FBtr0290016	5842.00	5670.72	10.08	0.26	0.21
FBtr0290017	FBtr0290017	5267.00	5095.72	17.96	0.51	0.42
FBtr0290018	FBtr0290018	1539.00	1367.72	111.00	11.71	9.77
FBtr0290019	FBtr0290019	5818.00	5646.72	2097.37	53.61	44.72
FBtr0290021	FBtr0290021	1780.00	1608.72	6.61	0.59	0.50
FBtr0290022	FBtr0290022	672.00	500.74	0.00	0.00	0.00
FBtr0290023	FBtr0290023	3611.00	3439.72	7.86	0.33	0.28
FBtr0290024	FBtr0290024	890.00	718.73	29.66	5.96	4.97
FBtr0290025	FBtr0290025	4841.00	4669.72	118.26	3.66	3.05
FBtr0290026	FBtr0290026	5282.00	5110.72	0.00	0.00	0.00
FBtr0290030	FBtr0290030	4553.00	4381.72	0.00	0.00	0.00
FBtr0290031	FBtr0290031	3875.00	3703.72	0.00	0.00	0.00
FBtr0290032	FBtr0290032	3820.00	3648.72	66.48	2.63	2.19
FBtr0290033	FBtr0290033	2119.00	1947.72	110.00	8.15	6.80
FBtr0290034	FBtr0290034	3364.00	3192.72	0.00	0.00	0.00
FBtr0290035	FBtr0290035	4692.00	4520.72	807.10	25.77	21.50
FBtr0290036	FBtr0290036	2163.00	1991.72	24.76	1.79	1.50
FBtr0290037	FBtr0290037	3145.00	2973.72	0.00	0.00	0.00
FBtr0290038	FBtr0290038	5228.00	5056.72	751.36	21.45	17.89
FBtr0290039	FBtr0290039	6134.00	5962.72	17.02	0.41	0.34
FBtr0290040	FBtr0290040	5337.00	5165.72	0.00	0.00	0.00
FBtr0290041	FBtr0290041	7438.00	7266.72	0.00	0.00	0.00
FBtr0290042	FBtr0290042	2570.00	2398.72	34.00	2.05	1.71
FBtr0290043	FBtr0290043	995.00	823.72	0.00	0.00	0.00
FBtr0290044	FBtr0290044	1691.00	1519.72	0.00	0.00	0.00
FBtr0290046	FBtr0290046	6905.00	6733.72	231.00	4.95	4.13
FBtr0290050	FBtr0290050	3775.00	3603.72	2.00	0.08	0.07
FBtr0290052	FBtr0290052	1477.00	1305.72	0.00	0.00	0.00
FBtr0290053	FBtr0290053	981.00	809.72	9.00	1.60	1.34
FBtr0290055	FBtr0290055	1408.00	1236.72	147.00	17.16	14.31
FBtr0290056	FBtr0290056	4524.00	4352.72	0.00	0.00	0.00
FBtr0290057	FBtr0290057	3519.00	3347.72	0.00	0.00	0.00
FBtr0290059	FBtr0290059	4987.00	4815.72	1579.16	47.33	39.48
FBtr0290060	FBtr0290060	4496.00	4324.72	148.24	4.95	4.13
FBtr0290062	FBtr0290062	1369.00	1197.72	33.79	4.07	3.40
FBtr0290063	FBtr0290063	2627.00	2455.72	0.00	0.00	0.00
FBtr0290064	FBtr0290064	2594.00	2422.72	0.00	0.00	0.00
FBtr0290065	FBtr0290065	5854.00	5682.72	351.18	8.92	7.44
FBtr0290066	FBtr0290066	1441.00	1269.72	0.00	0.00	0.00
FBtr0290069	FBtr0290069	8763.00	8591.72	715.99	12.03	10.03
FBtr0290071	FBtr0290071	2033.00	1861.72	0.00	0.00	0.00
FBtr0290073	FBtr0290073	3434.00	3262.72	0.00	0.00	0.00
FBtr0290076	FBtr0290076	4574.00	4402.72	575.98	18.88	15.75
FBtr0290077	FBtr0290077	4294.00	4122.72	746.30	26.13	21.80
FBtr0290078	FBtr0290078	4537.00	4365.72	49.92	1.65	1.38
FBtr0290079	FBtr0290079	3059.00	2887.72	25.80	1.29	1.08
FBtr0290080	FBtr0290080	3713.00	3541.72	0.00	0.00	0.00
FBtr0290081	FBtr0290081	4286.00	4114.72	8.56	0.30	0.25
FBtr0290082	FBtr0290082	3721.00	3549.72	0.00	0.00	0.00
FBtr0290083	FBtr0290083	1202.00	1030.72	0.00	0.00	0.00
FBtr0290085	FBtr0290085	561.00	389.75	4.00	1.48	1.24
FBtr0290086	FBtr0290086	1941.00	1769.72	19.60	1.60	1.33
FBtr0290087	FBtr0290087	1096.00	924.72	2.00	0.31	0.26
FBtr0290089	FBtr0290089	3792.00	3620.72	5.79	0.23	0.19
FBtr0290092	FBtr0290092	2695.00	2523.72	0.00	0.00	0.00
FBtr0290095	FBtr0290095	3458.00	3286.72	0.00	0.00	0.00
FBtr0290096	FBtr0290096	6046.00	5874.72	124.14	3.05	2.54
FBtr0290103	FBtr0290103	4927.00	4755.72	238.24	7.23	6.03
FBtr0290104	FBtr0290104	4465.00	4293.72	0.00	0.00	0.00
FBtr0290107	FBtr0290107	3610.00	3438.72	32.56	1.37	1.14
FBtr0290109	FBtr0290109	6961.00	6789.72	0.00	0.00	0.00
FBtr0290110	FBtr0290110	7042.00	6870.72	0.00	0.00	0.00
FBtr0290111	FBtr0290111	6038.00	5866.72	0.00	0.00	0.00
FBtr0290112	FBtr0290112	6940.00	6768.72	0.00	0.00	0.00
FBtr0290115	FBtr0290115	4918.00	4746.72	0.00	0.00	0.00
FBtr0290116	FBtr0290116	1667.00	1495.72	65.71	6.34	5.29
FBtr0290119	FBtr0290119	11654.00	11482.72	0.00	0.00	0.00
FBtr0290120	FBtr0290120	5497.00	5325.72	0.00	0.00	0.00
FBtr0290121	FBtr0290121	6798.00	6626.72	0.00	0.00	0.00
FBtr0290122	FBtr0290122	960.00	788.72	0.00	0.00	0.00
FBtr0290123	FBtr0290123	1001.00	829.72	0.00	0.00	0.00
FBtr0290124	FBtr0290124	1973.00	1801.72	0.00	0.00	0.00
FBtr0290125	FBtr0290125	558.00	386.75	0.00	0.00	0.00
FBtr0290130	FBtr0290130	1540.00	1368.72	0.00	0.00	0.00
FBtr0290131	FBtr0290131	4246.00	4074.72	1.50	0.05	0.04
FBtr0290134	FBtr0290134	10901.00	10729.72	2429.00	32.68	27.26
FBtr0290135	FBtr0290135	3032.00	2860.72	87.00	4.39	3.66
FBtr0290136	FBtr0290136	2488.00	2316.72	0.00	0.00	0.00
FBtr0290137	FBtr0290137	2328.00	2156.72	9.14	0.61	0.51
FBtr0290138	FBtr0290138	2500.00	2328.72	1.28	0.08	0.07
FBtr0290139	FBtr0290139	2389.00	2217.72	3.89	0.25	0.21
FBtr0290140	FBtr0290140	2359.00	2187.72	20.81	1.37	1.15
FBtr0290141	FBtr0290141	2561.00	2389.72	8.88	0.54	0.45
FBtr0290142	FBtr0290142	1523.00	1351.72	0.00	0.00	0.00
FBtr0290197	FBtr0290197	2893.00	2721.72	562.54	29.83	24.88
FBtr0290198	FBtr0290198	1427.00	1255.72	24.00	2.76	2.30
FBtr0290199	FBtr0290199	1846.00	1674.72	0.00	0.00	0.00
FBtr0290201	FBtr0290201	1784.00	1612.72	0.00	0.00	0.00
FBtr0290202	FBtr0290202	976.00	804.72	0.00	0.00	0.00
FBtr0290203	FBtr0290203	907.00	735.72	1.00	0.20	0.16
FBtr0290204	FBtr0290204	1958.00	1786.72	0.00	0.00	0.00
FBtr0290205	FBtr0290205	852.00	680.73	67.45	14.30	11.93
FBtr0290206	FBtr0290206	4976.00	4804.72	86.00	2.58	2.16
FBtr0290209	FBtr0290209	3270.00	3098.72	0.00	0.00	0.00
FBtr0290210	FBtr0290210	3363.00	3191.72	0.00	0.00	0.00
FBtr0290211	FBtr0290211	640.00	468.74	0.00	0.00	0.00
FBtr0290212	FBtr0290212	1870.00	1698.72	104.17	8.85	7.38
FBtr0290214	FBtr0290214	495.00	323.75	0.00	0.00	0.00
FBtr0290215	FBtr0290215	1509.00	1337.72	55.14	5.95	4.96
