gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
FBtr0087000	FBtr0087000	1783.00	1601.11	0.00	0.00	0.00
FBtr0087002	FBtr0087002	614.00	432.14	1.00	0.28	0.23
FBtr0087004	FBtr0087004	1595.00	1413.11	193.91	16.74	13.44
FBtr0087005	FBtr0087005	1402.00	1220.11	94.14	9.41	7.55
FBtr0087006	FBtr0087006	1764.00	1582.11	0.00	0.00	0.00
FBtr0087007	FBtr0087007	2077.00	1895.11	458.94	29.54	23.71
FBtr0087008	FBtr0087008	2014.00	1832.11	549.06	36.55	29.34
FBtr0087009	FBtr0087009	4368.00	4186.11	225.48	6.57	5.27
FBtr0087010	FBtr0087010	6510.00	6328.11	0.00	0.00	0.00
FBtr0087011	FBtr0087011	5942.00	5760.11	0.00	0.00	0.00
FBtr0087012	FBtr0087012	5099.00	4917.11	0.00	0.00	0.00
FBtr0087013	FBtr0087013	2708.00	2526.11	248.63	12.00	9.64
FBtr0087014	FBtr0087014	2168.00	1986.11	125.00	7.68	6.16
FBtr0087016	FBtr0087016	2522.00	2340.11	409.77	21.36	17.15
FBtr0087017	FBtr0087017	2753.00	2571.11	265.82	12.61	10.12
FBtr0087019	FBtr0087019	3864.00	3682.11	662.86	21.96	17.63
FBtr0087021	FBtr0087021	723.00	541.13	3.00	0.68	0.54
FBtr0087024	FBtr0087024	2281.00	2099.11	1.00	0.06	0.05
FBtr0087025	FBtr0087025	2666.00	2484.11	0.00	0.00	0.00
FBtr0087026	FBtr0087026	3488.00	3306.11	60.80	2.24	1.80
FBtr0087027	FBtr0087027	2358.00	2176.11	2194.62	123.01	98.75
FBtr0087028	FBtr0087028	3516.00	3334.11	323.71	11.84	9.51
FBtr0087029	FBtr0087029	3627.00	3445.11	0.00	0.00	0.00
FBtr0087030	FBtr0087030	3589.00	3407.11	0.00	0.00	0.00
FBtr0087031	FBtr0087031	3478.00	3296.11	449.87	16.65	13.36
FBtr0087032	FBtr0087032	447.00	265.16	0.00	0.00	0.00
FBtr0087033	FBtr0087033	926.00	744.12	0.00	0.00	0.00
FBtr0087036	FBtr0087036	3293.00	3111.11	355.00	13.92	11.17
FBtr0087042	FBtr0087042	713.00	531.13	19.00	4.36	3.50
FBtr0087043	FBtr0087043	600.00	418.14	0.00	0.00	0.00
FBtr0087044	FBtr0087044	672.00	490.13	1.00	0.25	0.20
FBtr0087045	FBtr0087045	794.00	612.12	0.00	0.00	0.00
FBtr0087047	FBtr0087047	2351.00	2169.11	0.00	0.00	0.00
FBtr0087048	FBtr0087048	2696.00	2514.11	0.00	0.00	0.00
FBtr0087049	FBtr0087049	3175.00	2993.11	0.00	0.00	0.00
FBtr0087050	FBtr0087050	1524.00	1342.11	0.00	0.00	0.00
FBtr0087054	FBtr0087054	1395.00	1213.11	197.00	19.81	15.90
FBtr0087056	FBtr0087056	2705.00	2523.11	1.92	0.09	0.07
FBtr0087057	FBtr0087057	1482.00	1300.11	69.00	6.47	5.20
FBtr0087058	FBtr0087058	1349.00	1167.11	215.00	22.47	18.04
FBtr0087059	FBtr0087059	1547.00	1365.11	1123.00	100.34	80.55
FBtr0087060	FBtr0087060	1464.00	1282.11	21.00	2.00	1.60
FBtr0087067	FBtr0087067	1253.00	1071.11	0.00	0.00	0.00
FBtr0087070	FBtr0087070	567.00	385.14	0.00	0.00	0.00
FBtr0087071	FBtr0087071	3406.00	3224.11	0.00	0.00	0.00
FBtr0087072	FBtr0087072	3227.00	3045.11	520.66	20.85	16.74
FBtr0087073	FBtr0087073	5687.00	5505.11	38.86	0.86	0.69
FBtr0087074	FBtr0087074	3435.00	3253.11	63.48	2.38	1.91
FBtr0087075	FBtr0087075	1378.00	1196.11	326.00	33.24	26.69
FBtr0087076	FBtr0087076	1743.00	1561.11	1.00	0.08	0.06
FBtr0087078	FBtr0087078	884.00	702.12	755.32	131.21	105.33
FBtr0087079	FBtr0087079	7606.00	7424.11	0.00	0.00	0.00
FBtr0087080	FBtr0087080	468.00	286.16	0.00	0.00	0.00
FBtr0087081	FBtr0087081	499.00	317.15	0.00	0.00	0.00
FBtr0087082	FBtr0087082	479.00	297.16	0.00	0.00	0.00
FBtr0087083	FBtr0087083	1298.00	1116.11	1.00	0.11	0.09
FBtr0087085	FBtr0087085	896.00	714.12	0.00	0.00	0.00
FBtr0087087	FBtr0087087	2055.00	1873.11	0.00	0.00	0.00
FBtr0087088	FBtr0087088	3548.00	3366.11	0.00	0.00	0.00
FBtr0087089	FBtr0087089	3481.00	3299.11	80.41	2.97	2.39
FBtr0087090	FBtr0087090	3580.00	3398.11	97.03	3.48	2.80
FBtr0087092	FBtr0087092	2022.00	1840.11	0.00	0.00	0.00
FBtr0087093	FBtr0087093	3671.00	3489.11	0.00	0.00	0.00
FBtr0087094	FBtr0087094	3475.00	3293.11	0.00	0.00	0.00
FBtr0087095	FBtr0087095	1723.00	1541.11	0.00	0.00	0.00
FBtr0087097	FBtr0087097	1888.00	1706.11	0.00	0.00	0.00
FBtr0087098	FBtr0087098	2146.00	1964.11	0.00	0.00	0.00
FBtr0087099	FBtr0087099	2458.00	2276.11	0.00	0.00	0.00
FBtr0087100	FBtr0087100	2622.00	2440.11	7.75	0.39	0.31
FBtr0087102	FBtr0087102	1502.00	1320.11	47.91	4.43	3.55
FBtr0087103	FBtr0087103	1801.00	1619.11	88.46	6.66	5.35
FBtr0087104	FBtr0087104	2026.00	1844.11	15.90	1.05	0.84
FBtr0087105	FBtr0087105	604.00	422.14	17669.00	5105.24	4098.31
FBtr0087107	FBtr0087107	1664.00	1482.11	0.00	0.00	0.00
FBtr0087108	FBtr0087108	4185.00	4003.11	0.00	0.00	0.00
FBtr0087109	FBtr0087109	6491.00	6309.11	0.00	0.00	0.00
FBtr0087111	FBtr0087111	1541.00	1359.11	18092.97	1623.72	1303.47
FBtr0087112	FBtr0087112	5876.00	5694.11	0.00	0.00	0.00
FBtr0087113	FBtr0087113	4051.00	3869.11	0.00	0.00	0.00
FBtr0087114	FBtr0087114	2735.00	2553.11	0.00	0.00	0.00
FBtr0087115	FBtr0087115	2333.00	2151.11	21.00	1.19	0.96
FBtr0087116	FBtr0087116	1551.00	1369.11	0.00	0.00	0.00
FBtr0087117	FBtr0087117	1549.00	1367.11	1.00	0.09	0.07
FBtr0087118	FBtr0087118	8655.00	8473.11	15.00	0.22	0.17
FBtr0087120	FBtr0087120	2211.00	2029.11	728.00	43.76	35.13
FBtr0087121	FBtr0087121	1897.00	1715.11	526.00	37.41	30.03
FBtr0087122	FBtr0087122	1035.00	853.11	11.00	1.57	1.26
FBtr0087123	FBtr0087123	627.00	445.13	13772.19	3773.72	3029.41
FBtr0087124	FBtr0087124	726.00	544.13	9.81	2.20	1.76
FBtr0087125	FBtr0087125	3040.00	2858.11	3.50	0.15	0.12
FBtr0087126	FBtr0087126	2375.00	2193.11	0.00	0.00	0.00
FBtr0087127	FBtr0087127	657.00	475.13	0.00	0.00	0.00
FBtr0087130	FBtr0087130	2377.00	2195.11	145.00	8.06	6.47
FBtr0087131	FBtr0087131	3367.00	3185.11	19.00	0.73	0.58
FBtr0087132	FBtr0087132	708.00	526.13	0.00	0.00	0.00
FBtr0087135	FBtr0087135	5159.00	4977.11	0.00	0.00	0.00
FBtr0087136	FBtr0087136	456.00	274.16	0.00	0.00	0.00
FBtr0087137	FBtr0087137	465.00	283.16	0.00	0.00	0.00
FBtr0087138	FBtr0087138	3684.00	3502.11	0.00	0.00	0.00
FBtr0087139	FBtr0087139	1495.00	1313.11	988.00	91.77	73.67
FBtr0087140	FBtr0087140	762.00	580.12	17.81	3.75	3.01
FBtr0087141	FBtr0087141	2833.00	2651.11	519.00	23.88	19.17
FBtr0087144	FBtr0087144	2393.00	2211.11	286.00	15.78	12.66
FBtr0087145	FBtr0087145	2570.00	2388.11	96.25	4.92	3.95
FBtr0087146	FBtr0087146	1931.00	1749.11	0.00	0.00	0.00
FBtr0087147	FBtr0087147	1916.00	1734.11	0.00	0.00	0.00
FBtr0087148	FBtr0087148	1879.00	1697.11	0.00	0.00	0.00
FBtr0087149	FBtr0087149	1803.00	1621.11	683.54	51.43	41.29
FBtr0087150	FBtr0087150	1452.00	1270.11	0.00	0.00	0.00
FBtr0087151	FBtr0087151	3417.00	3235.11	0.00	0.00	0.00
FBtr0087152	FBtr0087152	3398.00	3216.11	0.00	0.00	0.00
FBtr0087153	FBtr0087153	1899.00	1717.11	0.00	0.00	0.00
FBtr0087157	FBtr0087157	822.00	640.12	281.00	53.54	42.98
FBtr0087159	FBtr0087159	1527.00	1345.11	0.00	0.00	0.00
FBtr0087160	FBtr0087160	2103.00	1921.11	6.00	0.38	0.31
FBtr0087167	FBtr0087167	757.00	575.12	0.00	0.00	0.00
FBtr0087168	FBtr0087168	809.00	627.12	0.00	0.00	0.00
FBtr0087169	FBtr0087169	914.00	732.12	0.00	0.00	0.00
FBtr0087170	FBtr0087170	1663.00	1481.11	288.00	23.72	19.04
FBtr0087171	FBtr0087171	1680.00	1498.11	12.56	1.02	0.82
FBtr0087172	FBtr0087172	1729.00	1547.11	707.44	55.77	44.77
FBtr0087173	FBtr0087173	1470.00	1288.11	748.52	70.88	56.90
FBtr0087175	FBtr0087175	2693.00	2511.11	94.64	4.60	3.69
FBtr0087176	FBtr0087176	1431.00	1249.11	0.00	0.00	0.00
FBtr0087178	FBtr0087178	4017.00	3835.11	281.00	8.94	7.17
FBtr0087179	FBtr0087179	1696.00	1514.11	156.00	12.57	10.09
FBtr0087180	FBtr0087180	762.00	580.12	1.00	0.21	0.17
FBtr0087181	FBtr0087181	648.00	466.13	1.00	0.26	0.21
FBtr0087182	FBtr0087182	1317.00	1135.11	0.00	0.00	0.00
FBtr0087183	FBtr0087183	712.00	530.13	0.00	0.00	0.00
FBtr0087184	FBtr0087184	3718.00	3536.11	3183.00	109.79	88.14
FBtr0087185	FBtr0087185	1977.00	1795.11	467.00	31.73	25.47
FBtr0087188	FBtr0087188	943.00	761.12	0.00	0.00	0.00
FBtr0087189	FBtr0087189	2549.00	2367.11	438.00	22.57	18.12
FBtr0087190	FBtr0087190	579.00	397.14	0.00	0.00	0.00
FBtr0087191	FBtr0087191	2460.00	2278.11	0.00	0.00	0.00
FBtr0087192	FBtr0087192	516.00	334.15	0.00	0.00	0.00
FBtr0087193	FBtr0087193	1986.00	1804.11	204.23	13.81	11.08
FBtr0087194	FBtr0087194	2126.00	1944.11	80.61	5.06	4.06
FBtr0087195	FBtr0087195	2143.00	1961.11	25.36	1.58	1.27
FBtr0087196	FBtr0087196	1929.00	1747.11	218.04	15.22	12.22
FBtr0087199	FBtr0087199	540.00	358.15	2.00	0.68	0.55
FBtr0087201	FBtr0087201	1472.00	1290.11	130.00	12.29	9.87
FBtr0087202	FBtr0087202	981.00	799.12	222.00	33.88	27.20
FBtr0087203	FBtr0087203	5610.00	5428.11	84.22	1.89	1.52
FBtr0087204	FBtr0087204	1882.00	1700.11	0.00	0.00	0.00
FBtr0087205	FBtr0087205	1892.00	1710.11	280.00	19.97	16.03
FBtr0087206	FBtr0087206	981.00	799.12	120.00	18.32	14.70
FBtr0087207	FBtr0087207	2315.00	2133.11	155.36	8.88	7.13
FBtr0087209	FBtr0087209	5514.00	5332.11	4.00	0.09	0.07
FBtr0087210	FBtr0087210	3169.00	2987.11	928.53	37.91	30.44
FBtr0087211	FBtr0087211	1288.00	1106.11	1188.25	131.03	105.18
FBtr0087212	FBtr0087212	2028.00	1846.11	1686.67	111.44	89.46
FBtr0087213	FBtr0087213	1899.00	1717.11	50.82	3.61	2.90
FBtr0087214	FBtr0087214	1170.00	988.11	3057.16	377.37	302.94
FBtr0087216	FBtr0087216	1971.00	1789.11	129.86	8.85	7.11
FBtr0087217	FBtr0087217	1977.00	1795.11	119.25	8.10	6.50
FBtr0087219	FBtr0087219	3143.00	2961.11	0.00	0.00	0.00
FBtr0087220	FBtr0087220	2729.00	2547.11	86.75	4.15	3.33
FBtr0087222	FBtr0087222	1758.00	1576.11	1.00	0.08	0.06
FBtr0087223	FBtr0087223	2026.00	1844.11	0.00	0.00	0.00
FBtr0087224	FBtr0087224	645.00	463.13	0.00	0.00	0.00
FBtr0087231	FBtr0087231	1682.00	1500.11	0.00	0.00	0.00
FBtr0087232	FBtr0087232	1683.00	1501.11	1300.00	105.63	84.80
FBtr0087233	FBtr0087233	675.00	493.13	46.00	11.38	9.13
FBtr0087234	FBtr0087234	2453.00	2271.11	701.00	37.65	30.22
FBtr0087236	FBtr0087236	2862.00	2680.11	266.07	12.11	9.72
FBtr0087240	FBtr0087240	2775.00	2593.11	0.00	0.00	0.00
FBtr0087241	FBtr0087241	3292.00	3110.11	15.01	0.59	0.47
FBtr0087242	FBtr0087242	5896.00	5714.11	2623.31	56.00	44.95
FBtr0087244	FBtr0087244	3176.00	2994.11	797.00	32.47	26.06
FBtr0087245	FBtr0087245	2147.00	1965.11	137.78	8.55	6.87
FBtr0087246	FBtr0087246	2117.00	1935.11	70.22	4.43	3.55
FBtr0087247	FBtr0087247	841.00	659.12	139.00	25.72	20.65
FBtr0087249	FBtr0087249	1148.00	966.11	225.00	28.41	22.80
FBtr0087250	FBtr0087250	1449.00	1267.11	6.00	0.58	0.46
FBtr0087254	FBtr0087254	2283.00	2101.11	212.72	12.35	9.91
FBtr0087255	FBtr0087255	3133.00	2951.11	298.00	12.32	9.89
FBtr0087256	FBtr0087256	5247.00	5065.11	0.00	0.00	0.00
FBtr0087257	FBtr0087257	4998.00	4816.11	1715.53	43.45	34.88
FBtr0087258	FBtr0087258	5793.00	5611.11	2139.39	46.50	37.33
FBtr0087259	FBtr0087259	2557.00	2375.11	790.69	40.60	32.60
FBtr0087260	FBtr0087260	2557.00	2375.11	0.00	0.00	0.00
FBtr0087261	FBtr0087261	921.00	739.12	1427.00	235.49	189.04
FBtr0087262	FBtr0087262	852.00	670.12	1063.00	193.48	155.32
FBtr0087263	FBtr0087263	1865.00	1683.11	92.00	6.67	5.35
FBtr0087264	FBtr0087264	656.00	474.13	188.00	48.36	38.82
FBtr0087267	FBtr0087267	956.00	774.12	210.00	33.09	26.56
FBtr0087268	FBtr0087268	1280.00	1098.11	839.00	93.19	74.81
FBtr0087277	FBtr0087277	1681.00	1499.11	1.00	0.08	0.07
FBtr0087278	FBtr0087278	3395.00	3213.11	1070.00	40.62	32.61
FBtr0087279	FBtr0087279	999.00	817.11	304.00	45.38	36.43
FBtr0087284	FBtr0087284	1025.00	843.11	0.00	0.00	0.00
FBtr0087285	FBtr0087285	4696.00	4514.11	116.04	3.14	2.52
FBtr0087287	FBtr0087287	2054.00	1872.11	611.87	39.86	32.00
FBtr0087290	FBtr0087290	1057.00	875.11	641.00	89.34	71.72
FBtr0087291	FBtr0087291	874.00	692.12	0.00	0.00	0.00
FBtr0087292	FBtr0087292	1599.00	1417.11	560.67	48.26	38.74
FBtr0087293	FBtr0087293	1761.00	1579.11	23.74	1.83	1.47
FBtr0087294	FBtr0087294	1783.00	1601.11	0.00	0.00	0.00
FBtr0087295	FBtr0087295	1806.00	1624.11	209.41	15.73	12.63
FBtr0087296	FBtr0087296	2106.00	1924.11	1235.21	78.30	62.86
FBtr0087297	FBtr0087297	1997.00	1815.11	245.79	16.52	13.26
FBtr0087298	FBtr0087298	4407.00	4225.11	1020.56	29.46	23.65
FBtr0087299	FBtr0087299	4914.00	4732.11	23.25	0.60	0.48
FBtr0087300	FBtr0087300	4620.00	4438.11	176.94	4.86	3.90
FBtr0087301	FBtr0087301	474.00	292.16	0.00	0.00	0.00
FBtr0087306	FBtr0087306	4605.00	4423.11	1538.00	42.41	34.05
FBtr0087307	FBtr0087307	2426.00	2244.11	324.53	17.64	14.16
FBtr0087308	FBtr0087308	2492.00	2310.11	0.00	0.00	0.00
FBtr0087309	FBtr0087309	2433.00	2251.11	405.68	21.98	17.65
FBtr0087310	FBtr0087310	1945.00	1763.11	1.00	0.07	0.06
FBtr0087311	FBtr0087311	2320.00	2138.11	0.00	0.00	0.00
FBtr0087315	FBtr0087315	4138.00	3956.11	0.00	0.00	0.00
FBtr0087319	FBtr0087319	2791.00	2609.11	0.00	0.00	0.00
FBtr0087320	FBtr0087320	1483.00	1301.11	49.00	4.59	3.69
FBtr0087329	FBtr0087329	1800.00	1618.11	0.00	0.00	0.00
FBtr0087331	FBtr0087331	2697.00	2515.11	0.00	0.00	0.00
FBtr0087332	FBtr0087332	2677.00	2495.11	657.00	32.12	25.78
FBtr0087334	FBtr0087334	1782.00	1600.11	207.58	15.82	12.70
FBtr0087335	FBtr0087335	1064.00	882.11	875.00	120.99	97.12
FBtr0087336	FBtr0087336	1548.00	1366.11	469.99	41.96	33.69
FBtr0087337	FBtr0087337	795.00	613.12	0.00	0.00	0.00
FBtr0087339	FBtr0087339	1579.00	1397.11	22.65	1.98	1.59
FBtr0087341	FBtr0087341	659.00	477.13	348.00	88.96	71.41
FBtr0087342	FBtr0087342	1562.00	1380.11	353.00	31.20	25.04
FBtr0087343	FBtr0087343	5243.00	5061.11	4.60	0.11	0.09
FBtr0087344	FBtr0087344	5256.00	5074.11	0.00	0.00	0.00
FBtr0087345	FBtr0087345	3671.00	3489.11	0.00	0.00	0.00
FBtr0087346	FBtr0087346	5512.00	5330.11	0.00	0.00	0.00
FBtr0087347	FBtr0087347	4375.00	4193.11	9.35	0.27	0.22
FBtr0087348	FBtr0087348	2790.00	2608.11	0.00	0.00	0.00
FBtr0087349	FBtr0087349	735.00	553.13	2.41	0.53	0.43
FBtr0087350	FBtr0087350	1604.00	1422.11	271.00	23.24	18.66
FBtr0087351	FBtr0087351	1818.00	1636.11	923.38	68.84	55.26
FBtr0087352	FBtr0087352	1830.00	1648.11	664.58	49.18	39.48
FBtr0087353	FBtr0087353	2280.00	2098.11	151.00	8.78	7.05
FBtr0087354	FBtr0087354	1755.00	1573.11	8.01	0.62	0.50
FBtr0087355	FBtr0087355	1698.00	1516.11	99.42	8.00	6.42
FBtr0087357	FBtr0087357	7155.00	6973.11	241.82	4.23	3.40
FBtr0087359	FBtr0087359	2273.00	2091.11	0.00	0.00	0.00
FBtr0087361	FBtr0087361	2514.00	2332.11	0.00	0.00	0.00
FBtr0087362	FBtr0087362	1916.00	1734.11	0.00	0.00	0.00
FBtr0087363	FBtr0087363	1945.00	1763.11	273.00	18.89	15.16
FBtr0087364	FBtr0087364	1681.00	1499.11	0.00	0.00	0.00
FBtr0087365	FBtr0087365	1794.00	1612.11	12.00	0.91	0.73
FBtr0087366	FBtr0087366	801.00	619.12	105.00	20.69	16.61
FBtr0087367	FBtr0087367	2218.00	2036.11	2.34	0.14	0.11
FBtr0087368	FBtr0087368	2156.00	1974.11	79.22	4.89	3.93
FBtr0087369	FBtr0087369	4643.00	4461.11	165.00	4.51	3.62
FBtr0087370	FBtr0087370	4304.00	4122.11	379.00	11.21	9.00
FBtr0087371	FBtr0087371	3361.00	3179.11	164.00	6.29	5.05
FBtr0087373	FBtr0087373	4683.00	4501.11	15.64	0.42	0.34
FBtr0087374	FBtr0087374	4275.00	4093.11	1865.01	55.58	44.61
FBtr0087375	FBtr0087375	1939.00	1757.11	29.68	2.06	1.65
FBtr0087376	FBtr0087376	1323.00	1141.11	182.16	19.47	15.63
FBtr0087377	FBtr0087377	1370.00	1188.11	225.43	23.14	18.58
FBtr0087378	FBtr0087378	1352.00	1170.11	738.18	76.95	61.77
FBtr0087379	FBtr0087379	1357.00	1175.11	65.56	6.80	5.46
FBtr0087382	FBtr0087382	5033.00	4851.11	1398.82	35.17	28.23
FBtr0087383	FBtr0087383	3713.00	3531.11	592.54	20.47	16.43
FBtr0087384	FBtr0087384	5116.00	4934.11	596.35	14.74	11.83
FBtr0087385	FBtr0087385	4483.00	4301.11	55.57	1.58	1.27
FBtr0087386	FBtr0087386	268.00	86.22	3.00	4.24	3.41
FBtr0087387	FBtr0087387	3138.00	2956.11	86.92	3.59	2.88
FBtr0087388	FBtr0087388	3040.00	2858.11	255.18	10.89	8.74
FBtr0087389	FBtr0087389	1072.00	890.11	23.00	3.15	2.53
FBtr0087390	FBtr0087390	427.00	245.17	195.28	97.15	77.99
FBtr0087391	FBtr0087391	4211.00	4029.11	727.94	22.04	17.69
FBtr0087392	FBtr0087392	1204.00	1022.11	80.00	9.55	7.66
FBtr0087393	FBtr0087393	1509.00	1327.11	0.00	0.00	0.00
FBtr0087394	FBtr0087394	1566.00	1384.11	2.00	0.18	0.14
FBtr0087398	FBtr0087398	3561.00	3379.11	0.00	0.00	0.00
FBtr0087399	FBtr0087399	1493.00	1311.11	15.00	1.40	1.12
FBtr0087400	FBtr0087400	594.00	412.14	102.00	30.19	24.23
FBtr0087401	FBtr0087401	1334.00	1152.11	1.00	0.11	0.08
FBtr0087402	FBtr0087402	4414.00	4232.11	674.83	19.45	15.61
FBtr0087403	FBtr0087403	2281.00	2099.11	49.34	2.87	2.30
FBtr0087404	FBtr0087404	1780.00	1598.11	138.00	10.53	8.46
FBtr0087405	FBtr0087405	1904.00	1722.11	0.00	0.00	0.00
FBtr0087406	FBtr0087406	329.00	147.19	0.00	0.00	0.00
FBtr0087407	FBtr0087407	4587.00	4405.11	88.53	2.45	1.97
FBtr0087408	FBtr0087408	1377.00	1195.11	1.00	0.10	0.08
FBtr0087409	FBtr0087409	4357.00	4175.11	16.03	0.47	0.38
FBtr0087411	FBtr0087411	4039.00	3857.11	18.97	0.60	0.48
FBtr0087413	FBtr0087413	4701.00	4519.11	0.00	0.00	0.00
FBtr0087414	FBtr0087414	4722.00	4540.11	0.00	0.00	0.00
FBtr0087415	FBtr0087415	5132.00	4950.11	70.27	1.73	1.39
FBtr0087416	FBtr0087416	4075.00	3893.11	99.73	3.12	2.51
FBtr0087417	FBtr0087417	1585.00	1403.11	0.00	0.00	0.00
FBtr0087418	FBtr0087418	2000.00	1818.11	32.00	2.15	1.72
FBtr0087420	FBtr0087420	398.00	216.17	0.00	0.00	0.00
FBtr0087421	FBtr0087421	1230.00	1048.11	84.15	9.79	7.86
FBtr0087424	FBtr0087424	1834.00	1652.11	354.00	26.13	20.98
FBtr0087428	FBtr0087428	2376.00	2194.11	0.00	0.00	0.00
FBtr0087429	FBtr0087429	4551.00	4369.11	26.46	0.74	0.59
FBtr0087430	FBtr0087430	4221.00	4039.11	15.37	0.46	0.37
FBtr0087431	FBtr0087431	3648.00	3466.11	267.35	9.41	7.55
FBtr0087433	FBtr0087433	825.00	643.12	260.58	49.42	39.67
FBtr0087436	FBtr0087436	355.00	173.18	33.00	23.24	18.66
FBtr0087437	FBtr0087437	790.00	608.12	19.77	3.97	3.18
FBtr0087438	FBtr0087438	788.00	606.12	43.23	8.70	6.98
FBtr0087439	FBtr0087439	546.00	364.14	78.00	26.13	20.97
FBtr0087440	FBtr0087440	477.00	295.16	202.00	83.48	67.01
FBtr0087441	FBtr0087441	1192.00	1010.11	189.86	22.93	18.40
FBtr0087442	FBtr0087442	1173.00	991.11	220.14	27.09	21.75
FBtr0087444	FBtr0087444	734.00	552.13	0.00	0.00	0.00
FBtr0087445	FBtr0087445	821.00	639.12	0.00	0.00	0.00
FBtr0087446	FBtr0087446	848.00	666.12	0.00	0.00	0.00
FBtr0087447	FBtr0087447	904.00	722.12	0.00	0.00	0.00
FBtr0087448	FBtr0087448	950.00	768.12	98.00	15.56	12.49
FBtr0087449	FBtr0087449	2074.00	1892.11	79.00	5.09	4.09
FBtr0087450	FBtr0087450	1711.00	1529.11	113.86	9.08	7.29
FBtr0087451	FBtr0087451	1546.00	1364.11	698.90	62.49	50.17
FBtr0087452	FBtr0087452	1761.00	1579.11	137.00	10.58	8.49
FBtr0087453	FBtr0087453	1694.00	1512.11	8.00	0.65	0.52
FBtr0087455	FBtr0087455	1781.00	1599.11	7.00	0.53	0.43
FBtr0087456	FBtr0087456	1631.00	1449.11	2.34	0.20	0.16
FBtr0087460	FBtr0087460	1186.00	1004.11	378.00	45.92	36.86
FBtr0087461	FBtr0087461	3690.00	3508.11	1074.00	37.34	29.98
FBtr0087462	FBtr0087462	2024.00	1842.11	148.50	9.83	7.89
FBtr0087463	FBtr0087463	2660.00	2478.11	3.33	0.16	0.13
FBtr0087464	FBtr0087464	2059.00	1877.11	0.00	0.00	0.00
FBtr0087465	FBtr0087465	3460.00	3278.11	0.00	0.00	0.00
FBtr0087468	FBtr0087468	2657.00	2475.11	698.46	34.42	27.63
FBtr0087469	FBtr0087469	1584.00	1402.11	0.00	0.00	0.00
FBtr0087470	FBtr0087470	666.00	484.13	114.00	28.72	23.06
FBtr0087471	FBtr0087471	2212.00	2030.11	14.00	0.84	0.68
FBtr0087472	FBtr0087472	2353.00	2171.11	0.00	0.00	0.00
FBtr0087473	FBtr0087473	2223.00	2041.11	0.00	0.00	0.00
FBtr0087474	FBtr0087474	1612.00	1430.11	549.46	46.86	37.62
FBtr0087475	FBtr0087475	1827.00	1645.11	1224.54	90.79	72.88
FBtr0087476	FBtr0087476	3415.00	3233.11	0.00	0.00	0.00
FBtr0087477	FBtr0087477	2574.00	2392.11	4.00	0.20	0.16
FBtr0087478	FBtr0087478	2966.00	2784.11	0.00	0.00	0.00
FBtr0087479	FBtr0087479	598.00	416.14	0.00	0.00	0.00
FBtr0087480	FBtr0087480	1177.00	995.11	0.00	0.00	0.00
FBtr0087481	FBtr0087481	1111.00	929.11	0.00	0.00	0.00
FBtr0087482	FBtr0087482	1791.00	1609.11	0.00	0.00	0.00
FBtr0087484	FBtr0087484	324.00	142.20	0.00	0.00	0.00
FBtr0087485	FBtr0087485	2475.00	2293.11	1.00	0.05	0.04
FBtr0087486	FBtr0087486	1514.00	1332.11	0.00	0.00	0.00
FBtr0087487	FBtr0087487	2027.00	1845.11	213.00	14.08	11.30
FBtr0087488	FBtr0087488	4271.00	4089.11	7.00	0.21	0.17
FBtr0087493	FBtr0087493	6643.00	6461.11	391.68	7.39	5.94
FBtr0087494	FBtr0087494	481.00	299.15	0.00	0.00	0.00
FBtr0087495	FBtr0087495	3994.00	3812.11	1205.69	38.58	30.97
FBtr0087496	FBtr0087496	2857.00	2675.11	0.00	0.00	0.00
FBtr0087498	FBtr0087498	792.00	610.12	987.00	197.31	158.40
FBtr0087499	FBtr0087499	1058.00	876.11	18.00	2.51	2.01
FBtr0087500	FBtr0087500	1417.00	1235.11	120.00	11.85	9.51
FBtr0087501	FBtr0087501	10289.00	10107.11	1008.88	12.18	9.77
FBtr0087502	FBtr0087502	5417.00	5235.11	493.12	11.49	9.22
FBtr0087503	FBtr0087503	607.00	425.14	7.00	2.01	1.61
FBtr0087504	FBtr0087504	651.00	469.13	0.00	0.00	0.00
FBtr0087511	FBtr0087511	5078.00	4896.11	1107.00	27.58	22.14
FBtr0087512	FBtr0087512	2367.00	2185.11	280.30	15.65	12.56
FBtr0087513	FBtr0087513	1829.00	1647.11	1.00	0.07	0.06
FBtr0087514	FBtr0087514	651.00	469.13	1.00	0.26	0.21
FBtr0087516	FBtr0087516	1839.00	1657.11	0.00	0.00	0.00
FBtr0087517	FBtr0087517	1192.00	1010.11	813.36	98.21	78.84
FBtr0087518	FBtr0087518	3898.00	3716.11	561.00	18.41	14.78
FBtr0087519	FBtr0087519	1475.00	1293.11	382.39	36.07	28.95
FBtr0087520	FBtr0087520	1337.00	1155.11	713.81	75.37	60.51
FBtr0087521	FBtr0087521	1460.00	1278.11	164.00	15.65	12.56
FBtr0087522	FBtr0087522	1064.00	882.11	0.00	0.00	0.00
FBtr0087523	FBtr0087523	1118.00	936.11	142.25	18.53	14.88
FBtr0087524	FBtr0087524	1401.00	1219.11	12.75	1.28	1.02
FBtr0087525	FBtr0087525	771.00	589.12	751.56	155.60	124.91
FBtr0087526	FBtr0087526	3058.00	2876.11	0.00	0.00	0.00
